trialNr	 pairType	 fsStimID	 objStimID	 targetPos	 resp	 RT	 isCorrect	subject	run
25	1	19	2	3	3	3441	1	40738	1
26	1	1	13	2	2	7298	1	40738	1
27	2	11	2	1	3	10751	0	40738	1
28	2	23	12	2	1	7397	0	40738	1
29	2	4	14	2	2	6717	1	40738	1
30	1	8	9	3	3	6802	1	40738	1
31	1	9	10	1	1	5000	1	40738	1
32	1	12	7	2	3	7246	0	40738	1
33	1	3	14	2	2	5010	1	40738	1
34	1	31	12	1	1	2755	1	40738	1
35	1	10	3	3	3	5936	1	40738	1
36	2	15	9	1	1	5597	1	40738	1
1	1	29	5	1	1	2213	1	40743	1
2	1	13	12	2	2	21428	1	40743	1
3	2	21	17	1	1	2573	1	40743	1
4	1	20	6	2	1	20039	0	40743	1
5	2	14	15	3	3	45389	1	40743	1
6	2	12	3	2	2	10529	1	40743	1
7	2	11	7	1	1	19792	1	40743	1
8	2	30	13	1	1	17122	1	40743	1
9	2	7	4	1	1	10585	1	40743	1
10	1	8	16	1	1	4177	1	40743	1
11	2	9	10	1	1	5696	1	40743	1
12	1	10	13	2	2	5808	1	40743	1
13	2	33	11	2	2	6047	1	40743	1
14	2	28	6	3	3	2060	1	40743	1
15	1	34	9	1	2	7279	0	40743	1
16	2	17	9	1	1	10985	1	40743	1
17	2	18	1	3	3	7296	1	40743	1
18	1	16	18	1	1	7486	1	40743	1
19	1	22	17	2	2	4480	1	40743	1
20	2	25	14	1	1	22614	1	40743	1
21	2	35	8	2	2	2347	1	40743	1
22	2	23	12	3	3	4223	1	40743	1
23	2	31	16	1	1	19925	1	40743	1
24	2	3	18	3	3	4532	1	40743	1
25	1	1	4	3	2	2098	0	40743	1
26	1	24	14	2	2	3970	1	40743	1
27	1	19	15	1	1	3586	1	40743	1
28	2	4	2	1	1	7561	1	40743	1
29	1	27	10	2	2	4972	1	40743	1
30	1	6	2	2	2	5835	1	40743	1
31	1	36	7	1	1	6112	1	40743	1
32	1	5	3	2	3	93758	0	40743	1
33	2	2	5	3	3	12113	1	40743	1
34	1	26	8	1	1	11471	1	40743	1
35	1	15	1	2	2	8491	1	40743	1
36	1	32	11	1	1	8381	1	40743	1
1	1	2	10	3	3	3472	1	40750	1
2	2	29	9	2	2	2054	1	40750	1
3	2	3	8	3	3	2726	1	40750	1
4	1	33	7	3	3	1992	1	40750	1
5	1	5	13	2	2	1113	1	40750	1
6	1	23	12	1	1	899	1	40750	1
7	1	15	4	1	1	1941	1	40750	1
8	2	25	12	1	1	3	1	40750	1
9	2	28	13	1	1	3	1	40750	1
10	1	7	9	1	1	3	1	40750	1
11	2	32	2	2	1	3	0	40750	1
12	2	9	6	2	1	3	0	40750	1
13	1	27	8	2	1	3	0	40750	1
14	2	19	16	3	1	3	0	40750	1
15	2	18	3	1	1	3	1	40750	1
16	1	35	5	2	1	3	0	40750	1
17	1	31	1	2	1	3	0	40750	1
18	2	20	15	3	1	3	0	40750	1
19	1	11	3	1	1	3	1	40750	1
20	2	21	5	3	1	3	0	40750	1
21	1	12	15	1	1	3	1	40750	1
22	1	8	11	2	1	3	0	40750	1
23	2	6	10	2	1	3	0	40750	1
24	2	30	17	1	1	3	1	40750	1
25	2	26	1	2	1	3	0	40750	1
26	1	1	16	2	1	3	0	40750	1
27	1	24	6	1	1	3	1	40750	1
28	1	34	18	3	1	3	0	40750	1
29	1	10	2	3	1	3	0	40750	1
30	2	13	18	2	1	3	0	40750	1
31	2	36	11	3	1	3	0	40750	1
32	2	4	4	3	1	3	0	40750	1
33	1	14	17	3	1	3	0	40750	1
34	2	16	7	3	1	3	0	40750	1
35	1	22	14	3	1	3	0	40750	1
36	2	17	14	3	1	2	0	40750	1
1	2	27	10	1	1	4782	1	40758	1
2	2	8	17	2	2	3064	1	40758	1
3	1	12	10	1	1	1947	1	40758	1
4	1	21	4	1	1	2262	1	40758	1
5	2	20	3	2	2	2277	1	40758	1
6	1	3	11	1	1	3616	1	40758	1
7	1	25	2	2	2	1355	1	40758	1
8	2	6	18	1	1	2283	1	40758	1
9	2	11	9	1	1	2089	1	40758	1
10	1	10	14	1	1	1484	1	40758	1
11	1	1	6	1	1	1983	1	40758	1
12	1	5	5	2	2	3123	1	40758	1
13	1	16	3	3	3	2368	1	40758	1
14	2	31	5	2	2	1823	1	40758	1
15	1	7	1	3	3	2590	1	40758	1
16	1	26	15	3	3	1836	1	40758	1
17	2	18	7	2	2	4359	1	40758	1
18	1	35	13	2	2	2198	1	40758	1
19	1	13	18	1	1	2679	1	40758	1
20	2	36	11	3	3	2131	1	40758	1
21	2	34	15	3	3	2433	1	40758	1
22	2	24	6	1	1	1646	1	40758	1
23	2	23	2	2	2	4290	1	40758	1
24	1	33	16	1	1	2666	1	40758	1
25	1	4	17	2	2	1444	1	40758	1
26	1	2	12	1	1	2337	1	40758	1
27	2	22	12	1	1	4420	1	40758	1
28	1	28	7	1	1	1853	1	40758	1
29	2	9	8	3	3	3378	1	40758	1
30	2	29	13	3	3	4006	1	40758	1
31	2	17	1	1	1	2005	1	40758	1
32	2	14	14	1	1	4062	1	40758	1
33	2	30	4	2	2	4377	1	40758	1
34	1	19	9	3	3	2704	1	40758	1
35	1	32	8	3	3	2573	1	40758	1
36	2	15	16	1	1	1742	1	40758	1
1	2	31	16	2	2	2465	1	40767	1
2	2	30	9	2	2	1566	1	40767	1
3	2	22	4	1	1	1570	1	40767	1
4	1	2	15	3	3	1548	1	40767	1
5	2	9	6	3	3	1638	1	40767	1
6	1	26	9	1	1	1742	1	40767	1
7	2	32	15	2	2	3645	1	40767	1
8	2	14	3	1	1	1549	1	40767	1
9	1	8	18	1	1	1681	1	40767	1
10	1	15	10	3	3	1341	1	40767	1
11	1	28	8	1	1	1467	1	40767	1
12	1	25	4	2	2	2820	1	40767	1
13	1	17	16	3	3	1389	1	40767	1
14	1	29	2	1	1	1575	1	40767	1
15	1	35	3	1	1	2394	1	40767	1
16	1	24	5	2	2	1327	1	40767	1
17	2	20	1	1	3	2585	0	40767	1
18	2	11	18	1	1	2483	1	40767	1
19	2	23	11	1	1	1182	1	40767	1
20	2	13	7	2	2	2448	1	40767	1
21	1	10	6	1	2	2611	0	40767	1
22	1	19	13	2	2	1437	1	40767	1
23	1	16	11	3	3	2238	1	40767	1
24	2	6	17	2	2	2768	1	40767	1
25	2	3	5	1	1	1206	1	40767	1
26	2	33	10	3	3	1904	1	40767	1
27	1	7	1	2	2	2155	1	40767	1
28	2	27	8	2	3	1353	0	40767	1
29	1	4	7	2	2	2094	1	40767	1
30	2	36	13	3	1	2183	0	40767	1
31	1	21	14	3	3	1719	1	40767	1
32	1	34	17	2	2	2164	1	40767	1
33	2	12	2	2	2	1996	1	40767	1
34	1	5	12	1	1	1806	1	40767	1
35	2	1	12	1	3	2060	0	40767	1
36	2	18	14	1	1	1728	1	40767	1
1	1	5	6	1	1	4469	1	40768	1
2	1	11	1	2	2	5332	1	40768	1
3	2	4	9	3	3	2849	1	40768	1
4	1	17	15	3	3	6546	1	40768	1
5	2	10	5	3	3	3553	1	40768	1
6	1	14	7	1	1	1584	1	40768	1
7	2	26	2	1	1	3864	1	40768	1
8	1	33	4	3	3	4667	1	40768	1
9	2	36	8	3	3	5973	1	40768	1
10	1	20	10	3	3	2238	1	40768	1
11	2	31	11	1	1	1990	1	40768	1
12	1	2	16	2	2	1884	1	40768	1
13	1	21	14	2	2	1723	1	40768	1
14	2	1	7	2	2	4986	1	40768	1
15	1	19	18	3	3	1918	1	40768	1
16	2	18	15	1	1	3596	1	40768	1
17	2	12	12	2	2	3522	1	40768	1
18	2	3	16	2	3	3215	0	40768	1
19	2	29	3	3	3	5108	1	40768	1
20	2	23	18	2	2	5020	1	40768	1
21	2	8	1	2	2	2755	1	40768	1
22	2	7	10	2	2	4002	1	40768	1
23	2	6	14	3	1	4612	0	40768	1
24	1	24	8	1	1	3595	1	40768	1
25	1	9	5	1	1	1365	1	40768	1
26	1	25	11	2	2	2466	1	40768	1
27	1	34	12	2	2	1229	1	40768	1
28	2	27	17	2	1	4558	0	40768	1
29	1	35	13	1	1	2980	1	40768	1
30	2	28	6	3	3	3084	1	40768	1
31	2	32	13	3	3	4108	1	40768	1
32	1	30	17	1	1	1988	1	40768	1
33	2	13	4	3	3	2319	1	40768	1
34	1	22	2	1	1	2201	1	40768	1
35	1	16	3	2	2	2393	1	40768	1
36	1	15	9	2	2	2374	1	40768	1
1	1	4	11	1	1	3092	1	40769	1
2	1	31	18	3	3	5049	1	40769	1
3	2	21	3	1	2	5855	0	40769	1
4	2	15	10	1	2	8114	0	40769	1
5	2	30	7	1	1	5769	1	40769	1
6	2	14	17	1	1	3003	1	40769	1
7	1	2	5	1	1	1149	1	40769	1
8	1	33	2	3	3	2786	1	40769	1
9	1	35	4	2	2	5569	1	40769	1
10	1	32	15	3	3	4380	1	40769	1
11	1	25	16	3	3	3302	1	40769	1
12	2	1	8	2	2	1759	1	40769	1
13	1	34	6	1	1	3521	1	40769	1
14	2	12	2	3	3	2302	1	40769	1
15	2	22	9	1	1	1940	1	40769	1
16	2	17	6	2	2	1534	1	40769	1
17	2	26	11	2	2	1160	1	40769	1
18	2	23	1	3	3	3016	1	40769	1
19	2	5	4	3	1	2815	0	40769	1
20	2	3	12	3	3	2041	1	40769	1
21	1	19	3	2	2	2043	1	40769	1
22	2	27	18	1	1	2090	1	40769	1
23	2	24	16	2	2	2258	1	40769	1
24	1	11	17	3	3	3669	1	40769	1
25	1	36	12	3	3	2719	1	40769	1
26	1	8	9	1	2	4516	0	40769	1
27	2	7	15	3	3	4840	1	40769	1
28	1	16	10	1	1	1761	1	40769	1
29	2	20	5	2	2	3767	1	40769	1
30	1	18	1	3	3	2946	1	40769	1
31	1	9	14	1	1	2168	1	40769	1
32	2	13	14	3	3	7396	1	40769	1
33	1	6	13	3	3	2055	1	40769	1
34	1	10	8	1	1	2492	1	40769	1
35	2	28	13	2	2	2121	1	40769	1
36	1	29	7	3	3	2627	1	40769	1
1	2	27	8	1	1	1008	1	40773	1
2	2	35	2	1	2	2545	0	40773	1
3	1	4	12	1	1	1364	1	40773	1
4	1	2	10	2	2	937	1	40773	1
5	2	22	1	1	1	1637	1	40773	1
6	2	12	15	1	1	1719	1	40773	1
7	2	30	12	3	3	2777	1	40773	1
8	1	28	3	3	3	1181	1	40773	1
9	2	33	18	2	2	1061	1	40773	1
10	2	23	13	1	1	1099	1	40773	1
11	1	5	11	3	3	1291	1	40773	1
12	2	3	11	1	1	948	1	40773	1
13	1	36	15	3	3	2391	1	40773	1
14	2	29	17	3	3	2459	1	40773	1
15	1	21	5	2	2	861	1	40773	1
16	1	13	13	3	3	1744	1	40773	1
17	1	31	7	3	3	1167	1	40773	1
18	2	20	10	2	2	1923	1	40773	1
19	2	34	4	1	1	1063	1	40773	1
20	2	25	5	3	3	1066	1	40773	1
21	1	24	16	1	1	1262	1	40773	1
22	1	8	9	2	2	1610	1	40773	1
23	1	19	8	2	2	2610	1	40773	1
24	1	11	17	1	1	1394	1	40773	1
25	2	26	3	1	1	859	1	40773	1
26	2	17	7	2	2	1194	1	40773	1
27	1	10	6	3	3	1132	1	40773	1
28	2	15	6	1	1	933	1	40773	1
29	2	1	14	1	1	1249	1	40773	1
30	1	16	2	2	2	818	1	40773	1
31	2	9	16	3	3	2136	1	40773	1
32	1	7	18	1	1	863	1	40773	1
33	2	32	9	1	1	826	1	40773	1
34	1	18	4	3	3	1574	1	40773	1
35	1	6	1	3	3	1408	1	40773	1
36	1	14	14	1	1	1503	1	40773	1
1	1	9	14	3	2	6744	0	40775	1
2	2	7	10	2	2	4106	1	40775	1
3	2	6	13	3	3	2996	1	40775	1
4	1	20	13	3	3	3462	1	40775	1
5	1	15	4	2	2	2985	1	40775	1
6	2	32	7	1	1	2622	1	40775	1
7	1	31	17	1	1	3048	1	40775	1
8	1	23	8	3	3	3060	1	40775	1
9	1	21	5	2	2	3581	1	40775	1
10	2	5	17	3	3	3422	1	40775	1
11	1	12	3	1	1	2613	1	40775	1
12	1	14	7	2	2	2528	1	40775	1
13	1	30	9	2	2	4311	1	40775	1
14	2	29	14	1	1	4013	1	40775	1
15	2	28	12	3	3	1974	1	40775	1
16	1	27	2	2	2	3589	1	40775	1
17	2	16	9	3	3	2602	1	40775	1
18	1	19	16	1	1	2510	1	40775	1
19	1	25	11	3	3	1908	1	40775	1
20	2	35	5	3	2	4255	0	40775	1
21	1	24	10	1	2	2894	0	40775	1
22	1	3	12	2	2	1363	1	40775	1
23	2	8	2	2	3	4856	0	40775	1
24	2	2	15	2	3	4711	0	40775	1
25	2	33	3	3	3	2546	1	40775	1
26	2	34	18	2	2	3751	1	40775	1
27	1	11	1	3	3	1747	1	40775	1
28	1	17	15	2	2	3513	1	40775	1
29	1	18	18	3	3	4689	1	40775	1
30	2	13	4	3	1	3203	0	40775	1
31	1	10	6	1	1	3833	1	40775	1
32	2	4	16	1	2	2812	0	40775	1
33	2	26	6	3	1	4736	0	40775	1
34	2	1	8	3	3	3249	1	40775	1
35	2	22	11	1	3	2594	0	40775	1
36	2	36	1	2	1	4119	0	40775	1
1	1	16	8	1	1	8799	1	40777	1
2	1	18	2	3	3	4808	1	40777	1
3	2	29	14	2	3	8653	0	40777	1
4	2	9	15	1	1	6658	1	40777	1
5	1	34	18	2	2	2524	1	40777	1
6	1	1	5	3	3	2442	1	40777	1
7	2	8	18	2	2	3726	1	40777	1
8	1	33	12	3	3	2584	1	40777	1
9	1	12	9	1	2	6880	0	40777	1
10	2	11	3	3	1	2953	0	40777	1
11	2	3	11	3	3	2054	1	40777	1
12	2	23	13	2	2	4736	1	40777	1
13	2	27	16	3	3	3544	1	40777	1
14	1	10	15	3	2	5244	0	40777	1
15	1	22	16	3	3	2578	1	40777	1
16	1	14	6	2	2	1469	1	40777	1
17	1	19	14	3	3	3021	1	40777	1
18	2	4	2	3	3	3833	1	40777	1
19	1	32	17	2	2	2134	1	40777	1
20	2	20	1	1	1	1964	1	40777	1
21	1	30	1	3	3	2885	1	40777	1
22	2	28	4	1	1	1477	1	40777	1
23	1	26	13	3	3	3572	1	40777	1
24	2	15	7	1	3	5066	0	40777	1
25	2	24	12	3	3	2301	1	40777	1
26	2	6	17	1	2	5995	0	40777	1
27	2	21	10	3	1	4510	0	40777	1
28	2	17	8	2	2	1382	1	40777	1
29	1	35	7	2	2	3445	1	40777	1
30	1	36	3	2	2	2634	1	40777	1
31	1	13	4	2	2	2196	1	40777	1
32	2	25	9	3	3	4270	1	40777	1
33	2	31	5	2	2	2090	1	40777	1
34	1	7	11	2	2	3507	1	40777	1
35	2	5	6	3	3	1867	1	40777	1
36	1	2	10	2	2	1351	1	40777	1
1	2	8	12	2	2	9232	1	40778	1
2	2	7	8	2	2	3001	1	40778	1
3	1	35	3	2	3	11299	0	40778	1
4	2	31	17	1	1	8073	1	40778	1
5	1	26	6	1	1	11545	1	40778	1
6	1	10	1	3	2	6416	0	40778	1
7	1	12	12	2	2	2407	1	40778	1
8	1	21	9	3	1	4562	0	40778	1
9	2	23	10	1	3	9603	0	40778	1
10	2	5	3	2	2	16325	1	40778	1
11	2	18	14	1	2	4839	0	40778	1
12	1	29	17	3	1	7270	0	40778	1
13	2	25	11	3	2	3722	0	40778	1
14	1	11	8	2	3	6677	0	40778	1
15	1	19	7	3	1	9311	0	40778	1
16	2	3	2	2	2	4583	1	40778	1
17	1	4	2	3	3	8756	1	40778	1
18	2	15	9	1	1	1857	1	40778	1
19	1	16	5	2	2	9099	1	40778	1
20	2	27	13	3	1	4035	0	40778	1
21	1	30	4	1	1	6145	1	40778	1
22	2	2	5	2	2	5904	1	40778	1
23	1	34	18	1	1	6744	1	40778	1
24	1	1	10	2	2	2667	1	40778	1
25	2	22	15	2	2	6106	1	40778	1
26	1	13	14	2	2	4676	1	40778	1
27	1	32	11	3	3	6152	1	40778	1
28	2	17	16	1	1	6948	1	40778	1
29	2	6	1	2	2	6867	1	40778	1
30	1	24	13	2	3	4833	0	40778	1
31	1	14	15	1	2	7077	0	40778	1
32	2	36	6	2	2	5936	1	40778	1
33	2	28	4	2	2	3528	1	40778	1
34	2	33	7	3	3	9079	1	40778	1
35	2	9	18	2	2	3115	1	40778	1
36	1	20	16	3	3	2635	1	40778	1
1	1	30	13	1	2	7332	0	40779	1
2	2	26	4	3	3	5321	1	40779	1
3	2	9	6	3	2	3711	0	40779	1
4	1	19	12	3	3	4946	1	40779	1
5	2	7	2	1	1	5900	1	40779	1
6	2	10	13	2	2	5685	1	40779	1
7	2	15	14	2	2	5335	1	40779	1
8	2	16	8	1	3	7271	0	40779	1
9	2	11	12	1	1	3564	1	40779	1
10	1	14	7	1	1	4387	1	40779	1
11	1	27	11	1	3	6769	0	40779	1
12	1	34	15	1	1	4420	1	40779	1
13	1	24	17	1	1	2905	1	40779	1
14	1	3	16	3	3	4284	1	40779	1
15	2	31	17	3	2	5964	0	40779	1
16	1	1	10	2	1	3535	0	40779	1
17	1	17	14	2	1	3356	0	40779	1
18	1	28	3	1	1	5511	1	40779	1
19	2	29	9	1	2	4375	0	40779	1
20	2	22	18	2	3	4534	0	40779	1
21	1	20	6	3	3	3596	1	40779	1
22	2	36	3	3	3	3800	1	40779	1
23	1	13	9	2	1	4302	0	40779	1
24	1	21	18	2	2	3726	1	40779	1
25	1	8	5	3	1	4647	0	40779	1
26	2	33	10	2	1	5006	0	40779	1
27	2	35	5	1	1	7077	1	40779	1
28	2	2	7	3	3	6305	1	40779	1
29	2	12	11	3	3	3425	1	40779	1
30	2	25	16	3	1	2397	0	40779	1
31	2	18	15	2	3	5288	0	40779	1
32	1	32	8	1	2	4965	0	40779	1
33	1	23	1	3	2	3814	0	40779	1
34	1	6	4	1	1	4949	1	40779	1
35	2	4	1	3	3	5672	1	40779	1
36	1	5	2	3	2	3685	0	40779	1
1	1	18	2	1	1	4173	1	40782	1
2	2	34	7	3	3	3841	1	40782	1
3	2	9	9	2	2	1071	1	40782	1
4	1	22	5	1	1	1627	1	40782	1
5	2	11	10	1	1	3711	1	40782	1
6	2	30	5	3	3	4677	1	40782	1
7	1	5	14	1	1	2599	1	40782	1
8	2	35	18	1	1	1784	1	40782	1
9	1	2	1	1	1	2148	1	40782	1
10	2	23	8	2	2	2115	1	40782	1
11	1	6	3	3	1	4051	0	40782	1
12	2	1	16	2	1	3626	0	40782	1
13	1	32	8	1	1	1467	1	40782	1
14	1	3	12	2	2	1435	1	40782	1
15	1	31	7	1	1	1158	1	40782	1
16	2	19	3	3	3	3875	1	40782	1
17	2	10	11	2	2	1625	1	40782	1
18	1	24	16	2	2	1251	1	40782	1
19	2	16	17	1	1	1861	1	40782	1
20	2	20	4	3	3	2446	1	40782	1
21	2	29	6	2	2	2823	1	40782	1
22	1	36	6	1	1	1844	1	40782	1
23	2	14	1	1	1	2567	1	40782	1
24	2	28	15	1	1	2447	1	40782	1
25	1	15	10	3	3	1880	1	40782	1
26	2	7	13	3	3	3188	1	40782	1
27	1	13	11	1	1	2539	1	40782	1
28	1	33	4	2	2	1096	1	40782	1
29	1	21	18	1	3	2344	0	40782	1
30	1	17	17	3	3	2409	1	40782	1
31	2	25	14	3	1	5222	0	40782	1
32	1	8	13	3	3	2414	1	40782	1
33	2	26	12	2	2	1624	1	40782	1
34	1	12	15	3	3	2762	1	40782	1
35	1	4	9	1	1	2400	1	40782	1
36	2	27	2	1	1	2719	1	40782	1
1	2	13	18	1	1	3885	1	40784	1
2	2	25	13	3	1	3673	0	40784	1
3	1	6	5	3	1	2572	0	40784	1
4	2	14	7	2	2	3063	1	40784	1
5	2	27	10	2	3	3770	0	40784	1
6	2	33	9	1	1	1962	1	40784	1
7	2	5	16	3	2	2191	0	40784	1
8	1	26	14	1	1	2302	1	40784	1
9	2	12	5	3	3	3019	1	40784	1
10	2	2	1	2	2	2439	1	40784	1
11	1	17	13	1	2	2843	0	40784	1
12	1	18	11	2	3	2192	0	40784	1
13	1	20	17	2	2	1738	1	40784	1
14	1	23	6	2	1	2502	0	40784	1
15	2	1	3	1	2	2386	0	40784	1
16	1	22	1	2	1	2736	0	40784	1
17	2	29	2	3	3	3481	1	40784	1
18	2	3	6	2	2	1814	1	40784	1
19	1	31	8	3	3	2792	1	40784	1
20	1	16	3	3	1	2500	0	40784	1
21	1	32	15	3	1	2631	0	40784	1
22	2	36	11	1	1	2448	1	40784	1
23	1	9	2	2	2	1033	1	40784	1
24	1	19	10	2	2	1380	1	40784	1
25	2	34	17	2	1	2693	0	40784	1
26	1	35	4	3	2	1595	0	40784	1
27	2	10	12	2	3	2286	0	40784	1
28	2	30	14	3	1	2592	0	40784	1
29	1	24	9	2	2	2303	1	40784	1
30	1	15	16	2	2	1397	1	40784	1
31	2	21	8	2	3	3106	0	40784	1
32	1	28	7	3	1	2200	0	40784	1
33	1	4	12	3	3	1339	1	40784	1
34	1	7	18	2	2	1944	1	40784	1
35	2	11	4	1	1	1916	1	40784	1
36	2	8	15	1	1	2536	1	40784	1
1	1	12	16	1	1	8114	1	40796	1
2	1	9	15	1	1	4210	1	40796	1
3	1	7	3	2	2	2312	1	40796	1
4	2	15	3	3	1	3581	0	40796	1
5	2	27	13	3	2	1221	0	40796	1
6	1	19	8	2	2	3910	1	40796	1
7	1	31	12	2	1	1977	0	40796	1
8	1	32	10	3	3	4948	1	40796	1
9	2	33	14	1	1	4142	1	40796	1
10	1	35	7	2	2	1767	1	40796	1
11	2	34	2	1	1	3426	1	40796	1
12	2	29	12	1	1	3800	1	40796	1
13	2	21	15	2	2	2638	1	40796	1
14	2	30	7	2	3	3221	0	40796	1
15	2	8	1	2	1	4438	0	40796	1
16	2	28	11	3	2	3263	0	40796	1
17	1	17	9	2	3	3357	0	40796	1
18	2	5	4	3	1	3699	0	40796	1
19	2	36	8	3	2	3044	0	40796	1
20	1	23	2	1	1	3627	1	40796	1
21	1	3	13	2	3	2339	0	40796	1
22	1	26	5	3	3	3246	1	40796	1
23	2	14	5	2	2	2786	1	40796	1
24	2	4	18	2	3	2423	0	40796	1
25	2	1	16	2	2	886	1	40796	1
26	1	16	1	2	1	2799	0	40796	1
27	1	11	11	1	2	886	0	40796	1
28	2	13	6	1	2	5317	0	40796	1
29	1	25	14	3	2	2231	0	40796	1
30	2	24	17	3	2	4224	0	40796	1
31	1	20	6	1	2	2595	0	40796	1
32	2	2	10	3	3	2599	1	40796	1
33	1	6	4	1	2	2472	0	40796	1
34	1	22	17	1	2	1318	0	40796	1
35	2	18	9	1	1	3439	1	40796	1
36	1	10	18	2	2	2323	1	40796	1
1	1	10	15	3	3	2844	1	40803	1
2	1	9	5	1	1	3194	1	40803	1
3	1	18	11	2	2	1773	1	40803	1
4	1	14	13	2	1	2268	0	40803	1
5	1	16	17	3	3	2266	1	40803	1
6	1	17	18	1	3	2255	0	40803	1
7	2	19	16	2	2	2271	1	40803	1
8	1	34	1	2	3	2348	0	40803	1
9	2	22	14	1	2	3050	0	40803	1
10	1	35	3	3	2	2733	0	40803	1
11	2	7	12	3	3	2006	1	40803	1
12	2	4	7	1	1	1371	1	40803	1
13	1	33	2	2	2	2890	1	40803	1
14	1	24	7	1	1	1744	1	40803	1
15	1	20	14	2	2	2983	1	40803	1
16	2	8	4	2	2	2029	1	40803	1
17	2	31	17	1	1	1249	1	40803	1
18	2	29	2	2	2	1958	1	40803	1
19	2	5	8	2	3	2177	0	40803	1
20	2	30	10	2	2	2488	1	40803	1
21	2	6	6	2	2	1284	1	40803	1
22	2	23	5	1	1	1529	1	40803	1
23	1	11	9	2	2	2170	1	40803	1
24	1	25	4	2	2	1388	1	40803	1
25	2	36	18	2	2	1895	1	40803	1
26	1	27	10	3	2	1467	0	40803	1
27	1	12	12	3	3	1577	1	40803	1
28	2	13	3	1	2	1461	0	40803	1
29	1	26	16	1	1	2159	1	40803	1
30	2	21	11	3	3	1719	1	40803	1
31	2	2	1	3	3	2112	1	40803	1
32	2	3	15	3	3	2592	1	40803	1
33	1	1	6	2	2	2237	1	40803	1
34	1	15	8	3	3	2206	1	40803	1
35	2	32	9	3	3	1810	1	40803	1
36	2	28	13	1	1	2291	1	40803	1
1	2	8	2	1	2	5079	0	40811	1
2	2	2	4	3	3	2956	1	40811	1
3	2	11	10	3	3	4456	1	40811	1
4	1	10	1	2	2	3130	1	40811	1
5	2	32	16	2	1	3527	0	40811	1
6	1	36	13	3	2	2860	0	40811	1
7	1	26	17	3	3	2774	1	40811	1
8	1	16	6	3	2	4117	0	40811	1
9	2	17	8	3	3	1845	1	40811	1
10	1	4	5	1	1	1410	1	40811	1
11	2	15	11	2	2	1171	1	40811	1
12	1	25	12	2	2	1047	1	40811	1
13	2	35	6	3	3	1168	1	40811	1
14	1	20	8	2	1	1079	0	40811	1
15	2	9	14	2	2	1254	1	40811	1
16	1	24	18	1	1	1350	1	40811	1
17	2	1	7	1	1	1873	1	40811	1
18	1	33	7	3	3	1103	1	40811	1
19	1	6	4	2	2	1342	1	40811	1
20	2	29	15	3	3	1433	1	40811	1
21	1	7	11	1	1	1050	1	40811	1
22	2	27	18	2	1	1137	0	40811	1
23	1	34	10	2	2	1072	1	40811	1
24	2	30	5	3	1	1395	0	40811	1
25	2	31	17	2	1	1506	0	40811	1
26	1	19	3	2	2	1023	1	40811	1
27	2	3	13	2	1	1077	0	40811	1
28	2	5	3	2	1	1383	0	40811	1
29	2	23	9	3	1	1299	0	40811	1
30	1	12	2	2	3	1319	0	40811	1
31	1	18	9	3	1	1146	0	40811	1
32	1	13	15	3	2	1277	0	40811	1
33	2	14	12	1	1	1311	1	40811	1
34	1	28	14	3	3	1028	1	40811	1
35	2	22	1	1	2	1246	0	40811	1
36	1	21	16	1	1	943	1	40811	1
1	1	22	13	1	1	8136	1	40825	1
2	2	4	4	3	1	8969	0	40825	1
3	2	10	2	2	2	6402	1	40825	1
4	2	1	14	2	2	7599	1	40825	1
5	1	5	8	1	2	6078	0	40825	1
6	1	34	5	2	2	2227	1	40825	1
7	1	19	6	2	1	5090	0	40825	1
8	1	26	15	3	2	3213	0	40825	1
9	2	30	12	2	2	3452	1	40825	1
10	1	18	1	3	1	3718	0	40825	1
11	1	27	7	3	2	3959	0	40825	1
12	1	13	11	1	2	2058	0	40825	1
13	1	14	4	2	1	3202	0	40825	1
14	1	8	14	1	2	4945	0	40825	1
15	1	28	9	3	1	5073	0	40825	1
16	2	25	5	2	2	4423	1	40825	1
17	2	33	15	3	1	4995	0	40825	1
18	2	12	8	1	2	7644	0	40825	1
19	1	35	2	2	1	6493	0	40825	1
20	2	36	17	2	3	5390	0	40825	1
21	2	6	18	2	1	5762	0	40825	1
22	2	29	13	3	2	4572	0	40825	1
23	2	31	6	1	1	5078	1	40825	1
24	1	2	10	2	3	4643	0	40825	1
25	2	23	7	1	1	5217	1	40825	1
26	1	7	12	3	3	3320	1	40825	1
27	2	11	10	2	1	3082	0	40825	1
28	1	24	17	2	2	2737	1	40825	1
29	2	32	16	3	1	4967	0	40825	1
30	2	9	9	2	3	3365	0	40825	1
31	1	21	18	2	3	4359	0	40825	1
32	2	17	1	3	1	1943	0	40825	1
33	1	20	16	3	2	4248	0	40825	1
34	2	3	11	3	3	4108	1	40825	1
35	1	15	3	2	3	4259	0	40825	1
36	2	16	3	3	1	2682	0	40825	1
1	1	19	5	1	1	2643	1	40855	1
2	1	5	10	2	2	2169	1	40855	1
3	1	28	9	1	1	3507	1	40855	1
4	2	9	11	3	3	2725	1	40855	1
5	1	31	15	3	3	4485	1	40855	1
6	1	8	4	1	1	3164	1	40855	1
7	2	29	2	2	2	2603	1	40855	1
8	1	16	2	1	2	1840	0	40855	1
9	2	34	6	2	2	2558	1	40855	1
10	2	13	16	2	2	5900	1	40855	1
11	2	36	18	2	1	2448	0	40855	1
12	2	26	1	1	3	3948	0	40855	1
