trialNr	 pairType	 fsStimID	 objStimID	 targetPos	 resp	 RT	 isCorrect	subject	run
3	1	10	8	2	2	2292	1	40629	1
4	1	5	14	2	2	1708	1	40629	1
5	2	22	3	2	2	2817	1	40629	1
6	2	32	18	3	2	5004	0	40629	1
7	1	27	17	1	1	1899	1	40629	1
8	1	11	12	2	2	1628	1	40629	1
9	2	20	2	1	1	2323	1	40629	1
10	2	26	7	2	2	2060	1	40629	1
11	2	3	16	3	2	3654	0	40629	1
12	1	29	13	3	3	3255	1	40629	1
13	2	30	17	2	2	2017	1	40629	1
14	1	1	16	3	3	1478	1	40629	1
15	2	12	15	1	1	2758	1	40629	1
16	1	14	4	1	1	2468	1	40629	1
17	2	35	4	3	3	1556	1	40629	1
18	1	9	2	3	3	1733	1	40629	1
19	2	15	14	3	3	3667	1	40629	1
20	1	17	10	3	3	1778	1	40629	1
21	2	28	11	3	3	1909	1	40629	1
22	1	18	11	1	2	2209	0	40629	1
23	2	16	13	1	1	2062	1	40629	1
24	2	31	1	2	2	2867	1	40629	1
25	1	19	18	1	3	2832	0	40629	1
26	1	25	5	2	2	1903	1	40629	1
27	2	36	9	1	1	1850	1	40629	1
28	1	33	3	3	3	2329	1	40629	1
29	2	13	8	2	2	1649	1	40629	1
30	1	8	15	2	2	3064	1	40629	1
31	2	24	10	3	3	2028	1	40629	1
32	1	7	1	1	1	2603	1	40629	1
33	2	34	6	3	3	3270	1	40629	1
34	1	4	9	3	3	2146	1	40629	1
35	2	6	5	1	1	2307	1	40629	1
36	2	2	12	1	1	1287	1	40629	1
1	2	19	9	1	1	7382	1	40638	1
2	2	29	11	2	2	1421	1	40638	1
3	1	21	4	3	3	1812	1	40638	1
4	2	12	16	3	3	2857	1	40638	1
5	1	9	10	3	3	1488	1	40638	1
6	2	18	3	1	1	1166	1	40638	1
7	2	28	4	3	3	3327	1	40638	1
8	2	17	18	1	1	1987	1	40638	1
9	1	33	3	2	3	3307	0	40638	1
10	2	8	14	1	1	3032	1	40638	1
11	2	31	5	2	2	1829	1	40638	1
12	2	26	2	1	1	1686	1	40638	1
13	1	25	11	1	1	1948	1	40638	1
14	1	11	7	1	1	3349	1	40638	1
15	1	36	9	2	2	2856	1	40638	1
16	2	16	13	1	2	2686	0	40638	1
17	2	15	10	2	2	2081	1	40638	1
18	1	23	12	3	3	1238	1	40638	1
19	1	24	17	2	2	2480	1	40638	1
20	1	13	18	2	2	2895	1	40638	1
21	1	34	2	3	2	2513	0	40638	1
22	1	20	6	2	2	2013	1	40638	1
23	1	30	5	3	3	3282	1	40638	1
24	2	32	12	3	2	4126	0	40638	1
25	1	10	8	1	1	3774	1	40638	1
26	1	14	1	1	2	4428	0	40638	1
27	1	22	13	2	2	1386	1	40638	1
28	1	3	15	3	3	2181	1	40638	1
29	1	6	14	1	1	1929	1	40638	1
30	2	2	15	1	1	3326	1	40638	1
31	2	35	17	3	2	3234	0	40638	1
32	2	7	7	3	3	3029	1	40638	1
33	2	27	6	1	1	1347	1	40638	1
34	1	1	16	1	1	1271	1	40638	1
35	2	4	8	2	2	3548	1	40638	1
36	2	5	1	2	2	1309	1	40638	1
1	2	5	16	3	3	5084	1	40649	1
2	1	11	13	1	1	3043	1	40649	1
3	2	9	17	2	2	2959	1	40649	1
4	2	33	14	3	3	2907	1	40649	1
5	2	26	6	1	1	1952	1	40649	1
6	1	25	4	1	1	1854	1	40649	1
7	2	14	12	3	3	3326	1	40649	1
8	1	13	9	1	1	1518	1	40649	1
9	1	8	7	2	2	1023	1	40649	1
10	2	24	1	1	1	1476	1	40649	1
11	1	6	10	2	2	949	1	40649	1
12	2	29	13	3	3	1778	1	40649	1
13	2	10	15	3	2	1615	0	40649	1
14	1	20	18	2	2	1045	1	40649	1
15	2	16	8	1	1	1110	1	40649	1
16	1	19	12	2	2	806	1	40649	1
17	2	31	2	3	3	2009	1	40649	1
18	1	3	16	1	1	1631	1	40649	1
19	1	4	17	1	1	1210	1	40649	1
20	2	30	5	3	2	2354	0	40649	1
21	2	23	9	3	3	1807	1	40649	1
22	1	15	6	1	1	2035	1	40649	1
23	1	27	3	3	3	1892	1	40649	1
24	1	32	2	3	3	1329	1	40649	1
25	2	22	7	3	2	2496	0	40649	1
26	2	18	4	1	1	1249	1	40649	1
27	1	17	15	1	1	952	1	40649	1
28	1	12	8	1	1	1311	1	40649	1
29	1	21	14	2	2	1034	1	40649	1
30	1	36	1	1	1	1184	1	40649	1
31	1	35	11	3	3	1817	1	40649	1
32	1	28	5	1	1	930	1	40649	1
33	2	2	10	2	2	1513	1	40649	1
34	2	7	3	2	2	1459	1	40649	1
35	2	34	11	2	2	906	1	40649	1
36	2	1	18	3	3	1385	1	40649	1
1	1	25	11	1	1	1899	1	40650	1
2	1	36	4	2	2	2295	1	40650	1
3	2	30	18	2	2	1979	1	40650	1
4	2	24	5	2	2	1717	1	40650	1
5	2	12	12	2	2	2846	1	40650	1
6	2	20	15	2	2	9372	1	40650	1
7	1	17	12	1	1	2979	1	40650	1
8	1	3	1	2	2	2358	1	40650	1
9	1	6	15	2	2	1708	1	40650	1
10	1	21	2	1	1	3439	1	40650	1
11	2	7	7	1	1	6769	1	40650	1
12	1	2	16	2	2	1498	1	40650	1
13	2	18	9	2	2	3305	1	40650	1
14	2	5	2	1	1	3208	1	40650	1
15	2	1	14	3	2	3711	0	40650	1
16	2	27	11	3	3	5757	1	40650	1
17	1	35	5	3	3	3941	1	40650	1
18	2	32	4	3	3	1986	1	40650	1
19	2	28	13	1	1	2542	1	40650	1
20	2	33	17	3	3	4359	1	40650	1
21	1	4	7	1	2	5794	0	40650	1
22	2	34	6	3	3	2556	1	40650	1
23	2	22	1	3	3	3590	1	40650	1
24	2	15	8	2	2	1729	1	40650	1
25	1	29	13	1	1	4053	1	40650	1
26	2	13	10	1	1	6954	1	40650	1
27	1	9	18	2	2	2695	1	40650	1
28	1	10	6	1	1	4884	1	40650	1
29	1	16	3	3	3	5432	1	40650	1
30	1	14	8	2	2	2981	1	40650	1
31	2	11	16	3	3	3296	1	40650	1
32	1	8	17	1	1	3252	1	40650	1
33	1	26	9	3	3	4047	1	40650	1
34	1	23	10	1	1	1568	1	40650	1
35	2	19	3	1	1	3726	1	40650	1
36	1	31	14	3	3	1673	1	40650	1
1	2	31	14	2	2	3515	1	40655	1
2	2	22	6	2	3	2410	0	40655	1
3	1	2	9	2	2	1557	1	40655	1
4	1	5	7	3	3	1638	1	40655	1
5	1	34	8	1	1	1244	1	40655	1
6	2	33	15	1	2	1743	0	40655	1
7	1	36	14	2	2	1183	1	40655	1
8	2	7	18	3	3	1465	1	40655	1
9	2	9	9	3	3	1963	1	40655	1
10	1	20	10	2	2	1310	1	40655	1
11	1	15	1	1	1	1525	1	40655	1
12	1	32	16	3	3	1089	1	40655	1
13	2	13	11	3	3	2185	1	40655	1
14	2	35	10	2	1	2121	0	40655	1
15	1	30	5	3	3	1465	1	40655	1
16	2	25	2	2	2	1328	1	40655	1
17	2	19	3	2	1	3543	0	40655	1
18	1	26	2	1	1	1737	1	40655	1
19	2	29	7	3	2	1347	0	40655	1
20	1	28	18	1	1	1857	1	40655	1
21	1	12	6	1	2	1565	0	40655	1
22	1	8	17	3	3	1170	1	40655	1
23	2	10	13	1	1	1528	1	40655	1
24	1	27	15	3	3	1982	1	40655	1
25	1	6	3	2	2	1023	1	40655	1
26	1	16	4	3	3	1085	1	40655	1
27	2	14	4	3	3	1787	1	40655	1
28	1	18	13	3	3	1840	1	40655	1
29	2	21	12	1	1	1161	1	40655	1
30	2	11	8	1	1	1333	1	40655	1
31	2	4	5	3	1	1743	0	40655	1
32	2	23	1	1	1	1908	1	40655	1
33	1	17	12	3	3	1585	1	40655	1
34	1	1	11	2	2	2021	1	40655	1
35	2	24	16	3	1	1458	0	40655	1
36	2	3	17	2	3	1402	0	40655	1
1	2	26	7	2	2	6110	1	40656	1
2	1	1	4	3	3	3507	1	40656	1
3	1	7	18	1	1	2621	1	40656	1
4	2	5	4	3	3	4035	1	40656	1
5	2	12	14	1	2	2372	0	40656	1
6	2	31	2	1	1	1847	1	40656	1
7	1	30	15	3	3	2381	1	40656	1
8	2	10	8	3	3	2284	1	40656	1
9	2	14	17	1	1	2683	1	40656	1
10	2	3	11	2	2	2344	1	40656	1
11	1	4	13	1	1	2782	1	40656	1
12	1	20	7	3	3	2384	1	40656	1
13	2	23	13	3	2	4586	0	40656	1
14	2	17	1	2	2	4847	1	40656	1
15	1	36	14	2	2	1542	1	40656	1
16	1	2	3	3	3	1563	1	40656	1
17	2	22	3	2	2	3410	1	40656	1
18	1	24	12	1	1	1972	1	40656	1
19	1	33	8	1	1	3320	1	40656	1
20	2	29	6	2	2	2634	1	40656	1
21	1	19	11	2	2	5194	1	40656	1
22	1	35	10	2	2	1589	1	40656	1
23	1	32	9	2	2	1536	1	40656	1
24	1	21	2	2	2	2104	1	40656	1
25	1	27	16	2	2	2171	1	40656	1
26	2	25	9	3	3	3957	1	40656	1
27	1	34	6	3	3	3766	1	40656	1
28	1	8	5	2	2	2362	1	40656	1
29	2	13	16	3	1	5030	0	40656	1
30	2	18	5	2	2	1816	1	40656	1
31	1	11	1	3	3	4484	1	40656	1
32	2	15	12	2	2	1500	1	40656	1
33	1	28	17	2	2	2586	1	40656	1
34	2	9	10	1	1	1694	1	40656	1
35	2	6	15	3	3	1929	1	40656	1
36	2	16	18	3	3	3177	1	40656	1
1	1	31	5	3	3	6156	1	40658	1
2	2	8	5	2	2	2906	1	40658	1
3	1	34	15	2	2	2358	1	40658	1
4	2	26	18	3	3	2346	1	40658	1
5	2	19	2	2	2	4815	1	40658	1
6	2	35	6	1	1	4221	1	40658	1
7	2	20	14	1	1	10480	1	40658	1
8	2	7	1	1	1	3241	1	40658	1
9	1	25	12	2	2	2592	1	40658	1
10	2	33	17	2	2	1972	1	40658	1
11	2	11	3	2	2	2273	1	40658	1
12	2	32	16	2	2	2591	1	40658	1
13	1	10	2	1	1	1675	1	40658	1
14	1	22	16	1	1	1621	1	40658	1
15	1	24	10	3	3	3071	1	40658	1
16	1	28	7	1	1	1856	1	40658	1
17	2	13	9	1	1	4960	1	40658	1
18	2	30	15	2	2	3120	1	40658	1
19	1	2	3	1	1	2202	1	40658	1
20	2	12	8	2	2	2359	1	40658	1
21	1	9	17	1	1	1443	1	40658	1
22	1	1	18	1	1	3699	1	40658	1
23	2	21	13	2	2	1567	1	40658	1
24	2	14	11	2	2	1760	1	40658	1
25	1	6	6	3	3	2679	1	40658	1
26	2	27	10	1	1	2301	1	40658	1
27	2	23	4	3	3	3183	1	40658	1
28	1	4	9	1	1	2018	1	40658	1
29	1	15	11	2	2	1520	1	40658	1
30	1	29	4	1	1	1570	1	40658	1
31	1	16	1	2	2	2881	1	40658	1
32	2	17	12	3	3	1429	1	40658	1
33	1	5	13	2	2	2534	1	40658	1
34	1	18	8	3	3	1910	1	40658	1
35	2	36	7	1	1	2140	1	40658	1
36	1	3	14	2	2	1565	1	40658	1
1	2	32	9	1	1	3275	1	40664	1
2	2	15	18	2	2	2799	1	40664	1
3	1	8	9	1	2	2387	0	40664	1
4	2	10	16	1	1	2090	1	40664	1
5	2	35	2	2	3	2478	0	40664	1
6	2	23	7	3	2	2499	0	40664	1
7	1	18	11	2	3	1374	0	40664	1
8	1	14	6	1	2	1223	0	40664	1
9	1	21	4	3	3	1123	1	40664	1
10	2	4	3	3	1	1948	0	40664	1
11	1	12	5	2	2	1334	1	40664	1
12	1	31	15	2	2	1348	1	40664	1
13	2	27	4	2	1	1829	0	40664	1
14	1	1	12	3	3	1245	1	40664	1
15	1	9	8	1	1	1232	1	40664	1
16	2	5	5	1	1	1856	1	40664	1
17	1	22	13	1	3	2089	0	40664	1
18	1	7	18	1	1	1686	1	40664	1
19	2	26	6	3	3	2923	1	40664	1
20	1	25	3	1	1	1876	1	40664	1
21	2	19	1	3	3	1782	1	40664	1
22	2	13	8	2	3	2105	0	40664	1
23	2	36	10	1	1	1760	1	40664	1
24	1	29	2	2	2	950	1	40664	1
25	2	17	12	3	2	899	0	40664	1
26	1	3	17	1	2	1031	0	40664	1
27	1	34	7	3	1	1747	0	40664	1
28	1	30	1	2	2	1104	1	40664	1
29	1	2	16	3	2	1503	0	40664	1
30	2	28	15	1	2	1882	0	40664	1
31	2	11	14	1	1	1554	1	40664	1
32	2	6	17	1	1	1776	1	40664	1
33	2	24	11	2	2	1184	1	40664	1
34	2	20	13	2	2	1309	1	40664	1
35	1	16	10	3	1	1663	0	40664	1
36	1	33	14	1	1	1597	1	40664	1
1	2	5	12	1	1	5073	1	40665	1
2	1	32	2	2	2	1976	1	40665	1
3	1	1	5	2	2	1117	1	40665	1
4	2	33	8	2	2	1842	1	40665	1
5	2	16	10	1	1	1875	1	40665	1
6	1	11	11	3	3	2523	1	40665	1
7	1	14	9	1	1	2032	1	40665	1
8	1	3	8	3	3	1777	1	40665	1
9	1	25	17	2	2	3160	1	40665	1
10	1	8	14	3	3	1524	1	40665	1
11	2	6	13	1	1	1934	1	40665	1
12	2	15	6	1	1	1560	1	40665	1
13	2	23	15	1	1	1769	1	40665	1
14	1	7	15	2	2	1978	1	40665	1
15	2	26	18	3	3	2397	1	40665	1
16	1	13	12	3	3	1451	1	40665	1
17	2	34	14	2	2	2265	1	40665	1
18	1	17	3	1	1	2132	1	40665	1
19	1	19	16	2	2	977	1	40665	1
20	2	24	1	2	2	1716	1	40665	1
21	2	36	7	3	3	1942	1	40665	1
22	1	28	7	1	2	3021	0	40665	1
23	2	4	17	2	2	1407	1	40665	1
24	2	30	9	1	1	2295	1	40665	1
25	2	22	16	2	2	2832	1	40665	1
26	1	27	10	2	2	1541	1	40665	1
27	1	21	4	3	2	1380	0	40665	1
28	2	2	3	1	1	1535	1	40665	1
29	1	10	6	1	1	1720	1	40665	1
30	2	20	2	3	3	1999	1	40665	1
31	1	29	18	1	1	1635	1	40665	1
32	2	18	4	1	1	1146	1	40665	1
33	1	35	1	1	1	2752	1	40665	1
34	1	12	13	3	3	2147	1	40665	1
35	2	31	5	3	3	2225	1	40665	1
36	2	9	11	2	2	1057	1	40665	1
1	2	14	15	1	1	3719	1	40668	1
2	2	16	10	1	2	2378	0	40668	1
3	2	33	11	2	3	2699	0	40668	1
4	1	23	10	3	3	1821	1	40668	1
5	1	18	4	2	2	1078	1	40668	1
6	2	21	13	1	1	1258	1	40668	1
7	1	2	7	1	1	2171	1	40668	1
8	2	19	9	1	2	1843	0	40668	1
9	1	9	16	1	1	1684	1	40668	1
10	2	10	7	3	2	2433	0	40668	1
11	2	24	5	2	2	1316	1	40668	1
12	1	5	13	2	2	2339	1	40668	1
13	2	20	14	3	3	2173	1	40668	1
14	1	27	14	3	3	2089	1	40668	1
15	1	35	17	3	3	3103	1	40668	1
16	2	28	12	1	1	1840	1	40668	1
17	2	8	18	2	2	1934	1	40668	1
18	2	17	16	1	3	1429	0	40668	1
19	1	25	8	3	3	1738	1	40668	1
20	1	30	1	2	2	1601	1	40668	1
21	1	3	11	3	3	1485	1	40668	1
22	2	31	6	3	3	1652	1	40668	1
23	1	22	12	1	1	1273	1	40668	1
24	2	34	17	3	3	1595	1	40668	1
25	2	13	8	2	3	2470	0	40668	1
26	2	26	4	2	2	1997	1	40668	1
27	1	15	9	1	1	2265	1	40668	1
28	1	4	18	3	3	1239	1	40668	1
29	1	36	6	3	3	2095	1	40668	1
30	2	32	3	2	2	2287	1	40668	1
31	2	7	2	3	3	1781	1	40668	1
32	1	12	15	3	3	1389	1	40668	1
33	1	6	2	1	1	1710	1	40668	1
34	1	29	5	1	1	1139	1	40668	1
35	1	1	3	1	2	2853	0	40668	1
36	2	11	1	1	1	1720	1	40668	1
1	1	21	14	3	3	2869	1	40672	1
2	2	11	2	1	1	1697	1	40672	1
3	1	13	6	3	3	1961	1	40672	1
4	2	33	3	1	1	1543	1	40672	1
5	1	4	2	2	2	1212	1	40672	1
6	2	2	14	3	3	3299	1	40672	1
7	2	20	16	1	1	2769	1	40672	1
8	1	32	11	3	3	1459	1	40672	1
9	2	16	10	1	1	2250	1	40672	1
10	1	22	10	1	1	1257	1	40672	1
11	1	23	12	1	1	1564	1	40672	1
12	2	27	13	1	1	1913	1	40672	1
13	2	29	5	3	3	2025	1	40672	1
14	1	6	15	1	1	1368	1	40672	1
15	1	10	8	3	3	1401	1	40672	1
16	2	15	18	2	2	1347	1	40672	1
17	2	30	7	3	3	3693	1	40672	1
18	2	17	4	1	1	2394	1	40672	1
19	1	8	16	2	2	965	1	40672	1
20	2	7	6	2	2	1554	1	40672	1
21	1	36	9	1	1	3616	1	40672	1
22	1	34	4	3	3	1838	1	40672	1
23	2	18	12	2	2	699	1	40672	1
24	1	9	3	1	1	1139	1	40672	1
25	2	25	8	1	1	1850	1	40672	1
26	2	3	15	1	1	1266	1	40672	1
27	1	12	13	2	2	1297	1	40672	1
28	2	28	9	3	3	1612	1	40672	1
29	1	35	1	2	2	2331	1	40672	1
30	2	24	1	1	1	3660	1	40672	1
31	1	14	7	1	1	1419	1	40672	1
32	2	26	17	1	1	2230	1	40672	1
33	2	31	11	1	1	854	1	40672	1
34	1	1	18	1	1	1049	1	40672	1
35	1	19	5	3	3	1526	1	40672	1
36	1	5	17	1	1	2349	1	40672	1
1	2	34	12	3	2	5976	0	40685	1
2	1	1	15	1	1	2229	1	40685	1
3	1	13	8	2	2	3017	1	40685	1
4	1	11	13	3	3	1929	1	40685	1
5	1	25	6	2	2	3769	1	40685	1
6	1	29	18	1	1	1397	1	40685	1
7	1	36	4	1	1	2867	1	40685	1
8	2	28	9	2	2	1426	1	40685	1
9	2	14	7	1	2	3170	0	40685	1
10	2	6	16	3	3	2418	1	40685	1
11	1	4	7	3	3	4061	1	40685	1
12	1	19	5	3	3	1977	1	40685	1
13	1	7	14	3	3	1339	1	40685	1
14	1	5	9	1	1	2208	1	40685	1
15	2	24	14	3	3	2948	1	40685	1
16	2	17	8	1	1	2085	1	40685	1
17	1	16	16	2	2	1881	1	40685	1
18	1	30	17	3	3	1179	1	40685	1
19	2	22	10	3	3	1300	1	40685	1
20	2	26	3	3	3	1055	1	40685	1
21	1	18	3	3	3	2123	1	40685	1
22	2	32	18	2	2	1634	1	40685	1
23	1	9	12	3	3	789	1	40685	1
24	2	20	5	2	2	5527	1	40685	1
25	2	8	17	1	1	3471	1	40685	1
26	2	12	1	3	3	2911	1	40685	1
27	1	27	11	2	2	3561	1	40685	1
28	2	15	15	2	1	4004	0	40685	1
29	2	31	13	2	2	1279	1	40685	1
30	2	35	2	3	3	4146	1	40685	1
31	1	33	1	3	1	5022	0	40685	1
32	2	3	11	1	1	4068	1	40685	1
33	1	23	10	2	2	805	1	40685	1
34	1	2	2	1	1	2363	1	40685	1
35	2	10	4	2	2	1506	1	40685	1
36	2	21	6	1	1	1552	1	40685	1
1	2	21	8	1	1	3387	1	40694	1
2	1	35	14	3	1	4087	0	40694	1
3	1	4	10	2	2	2678	1	40694	1
4	1	11	12	3	3	2871	1	40694	1
5	2	23	7	3	3	2447	1	40694	1
6	2	27	9	1	1	3635	1	40694	1
7	2	17	11	3	3	2009	1	40694	1
8	1	29	2	3	3	3702	1	40694	1
9	2	31	6	1	1	4537	1	40694	1
10	2	32	4	1	1	2348	1	40694	1
11	2	25	17	1	1	3351	1	40694	1
12	1	14	7	2	2	1608	1	40694	1
13	1	15	6	1	3	3719	0	40694	1
14	1	33	11	2	2	4003	1	40694	1
15	1	7	17	2	2	1459	1	40694	1
16	1	36	16	2	2	984	1	40694	1
17	2	16	14	3	1	4052	0	40694	1
18	2	30	18	2	2	2016	1	40694	1
19	2	22	16	1	3	4527	0	40694	1
20	2	12	1	1	2	4667	0	40694	1
21	2	1	10	1	3	3450	0	40694	1
22	2	10	3	1	1	1567	1	40694	1
23	1	26	8	1	1	2152	1	40694	1
24	1	13	15	3	3	1697	1	40694	1
25	2	34	5	3	3	3371	1	40694	1
26	2	2	12	2	2	2352	1	40694	1
27	1	3	18	1	1	1736	1	40694	1
28	1	6	3	3	3	3013	1	40694	1
29	1	5	5	3	3	2379	1	40694	1
30	1	9	9	1	1	1766	1	40694	1
31	2	18	13	2	2	1848	1	40694	1
32	1	24	13	2	2	1886	1	40694	1
33	1	20	4	1	1	2350	1	40694	1
34	2	28	2	2	2	2973	1	40694	1
35	2	8	15	1	1	4845	1	40694	1
36	1	19	1	1	3	2606	0	40694	1
1	2	27	12	2	2	22908	1	40707	1
2	1	36	1	2	1	47071	0	40707	1
3	1	11	18	3	3	5733	1	40707	1
4	2	21	18	1	1	9671	1	40707	1
5	2	20	10	1	1	15654	1	40707	1
6	2	18	15	3	2	9462	0	40707	1
7	1	14	13	1	1	9559	1	40707	1
8	2	12	11	1	3	15087	0	40707	1
9	2	13	1	2	3	14153	0	40707	1
10	1	5	14	3	3	5020	1	40707	1
11	1	7	11	2	3	3650	0	40707	1
12	2	4	3	2	2	3225	1	40707	1
13	1	8	3	3	3	4050	1	40707	1
14	2	25	17	2	1	7888	0	40707	1
15	1	3	2	1	1	4850	1	40707	1
16	2	28	5	1	1	5407	1	40707	1
17	1	16	12	3	3	4319	1	40707	1
18	1	9	7	3	3	3263	1	40707	1
19	1	10	8	3	2	5661	0	40707	1
20	1	30	15	3	3	5065	1	40707	1
21	1	15	9	2	1	6553	0	40707	1
22	2	19	16	1	2	6014	0	40707	1
23	2	34	14	3	2	14473	0	40707	1
24	2	31	7	2	3	10333	0	40707	1
25	1	33	4	2	2	10143	1	40707	1
26	2	35	9	1	1	3069	1	40707	1
27	2	23	13	3	1	14624	0	40707	1
28	2	17	4	2	1	6075	0	40707	1
29	1	1	17	3	3	2918	1	40707	1
30	1	2	5	3	3	3199	1	40707	1
31	2	24	8	3	2	6133	0	40707	1
32	2	26	6	3	3	8193	1	40707	1
33	1	32	16	1	1	3601	1	40707	1
34	1	6	10	3	3	2867	1	40707	1
35	2	29	2	2	1	11201	0	40707	1
36	1	22	6	2	2	5071	1	40707	1
1	1	14	9	1	1	5331	1	40720	1
2	2	6	9	1	1	3587	1	40720	1
3	2	12	18	3	3	8512	1	40720	1
4	1	27	3	1	1	3163	1	40720	1
5	2	5	13	2	2	3579	1	40720	1
6	1	32	14	2	2	1357	1	40720	1
7	1	16	8	1	1	4438	1	40720	1
8	2	25	16	1	1	2146	1	40720	1
9	1	24	2	3	3	2892	1	40720	1
10	1	2	5	2	2	1467	1	40720	1
11	1	15	6	1	1	2337	1	40720	1
12	2	28	17	1	1	6799	1	40720	1
13	2	4	3	3	3	1979	1	40720	1
14	1	17	15	2	2	2287	1	40720	1
15	2	20	10	2	2	2318	1	40720	1
16	1	3	10	3	3	2833	1	40720	1
17	2	10	14	3	1	4009	0	40720	1
18	1	29	17	1	2	4635	0	40720	1
19	1	35	16	1	1	1915	1	40720	1
20	1	31	4	1	1	3791	1	40720	1
21	2	18	5	3	3	4607	1	40720	1
22	2	30	4	1	1	1629	1	40720	1
23	1	36	1	2	2	1793	1	40720	1
24	1	13	13	1	1	2724	1	40720	1
25	1	8	7	1	1	1616	1	40720	1
26	2	1	15	1	1	5278	1	40720	1
27	2	19	2	1	1	1672	1	40720	1
28	2	7	11	1	1	2151	1	40720	1
29	2	23	6	3	2	3797	0	40720	1
30	1	21	12	3	3	2763	1	40720	1
31	2	11	7	3	1	4226	0	40720	1
32	2	34	12	2	2	2543	1	40720	1
33	1	26	11	2	2	2205	1	40720	1
34	2	9	1	3	3	3000	1	40720	1
35	1	33	18	1	1	1196	1	40720	1
36	2	22	8	1	1	2240	1	40720	1
1	1	14	6	3	2	3483	0	40728	1
2	2	29	2	3	3	2941	1	40728	1
3	2	33	16	1	1	2031	1	40728	1
4	2	17	14	1	1	1746	1	40728	1
5	2	11	10	1	1	4011	1	40728	1
6	2	13	3	3	1	6082	0	40728	1
7	2	27	15	2	3	4468	0	40728	1
8	1	22	13	2	2	5204	1	40728	1
9	2	7	12	3	2	5461	0	40728	1
10	2	25	9	2	2	5047	1	40728	1
11	1	36	18	3	3	3333	1	40728	1
12	1	24	11	3	3	2586	1	40728	1
13	1	32	16	2	2	3780	1	40728	1
14	1	23	1	1	1	2175	1	40728	1
15	1	2	8	1	1	3391	1	40728	1
16	2	30	1	1	1	2211	1	40728	1
17	2	26	17	1	1	2761	1	40728	1
18	1	10	4	3	3	2987	1	40728	1
19	1	28	17	3	3	3627	1	40728	1
20	1	12	3	3	3	3572	1	40728	1
21	2	4	8	1	1	2342	1	40728	1
22	2	6	11	1	1	3863	1	40728	1
23	1	21	2	2	2	1146	1	40728	1
24	1	5	12	3	3	1727	1	40728	1
25	2	9	13	1	1	1603	1	40728	1
26	2	15	5	2	2	1406	1	40728	1
27	1	18	5	1	1	1207	1	40728	1
28	2	19	6	1	1	2845	1	40728	1
29	1	3	10	1	1	4200	1	40728	1
30	2	31	7	1	1	1605	1	40728	1
31	1	8	7	3	2	2487	0	40728	1
32	2	34	18	3	2	5367	0	40728	1
33	1	20	9	2	2	4372	1	40728	1
34	1	1	14	3	3	2282	1	40728	1
35	1	16	15	3	3	3459	1	40728	1
36	2	35	4	2	2	1141	1	40728	1
1	2	17	13	1	2	14334	0	40730	1
2	1	19	10	2	2	1900	1	40730	1
3	2	2	6	1	1	2288	1	40730	1
4	1	22	12	2	2	1143	1	40730	1
5	1	33	15	3	3	2386	1	40730	1
6	1	10	6	2	2	4323	1	40730	1
7	1	26	1	1	1	3606	1	40730	1
8	2	16	15	2	2	7424	1	40730	1
9	1	15	5	2	2	1325	1	40730	1
10	1	25	11	2	2	1488	1	40730	1
11	1	14	9	2	2	1607	1	40730	1
12	2	32	16	3	2	2569	0	40730	1
13	1	31	16	3	3	2604	1	40730	1
14	2	7	10	2	2	2129	1	40730	1
15	1	18	2	3	3	2922	1	40730	1
16	1	6	8	3	3	2736	1	40730	1
17	2	11	14	3	3	2213	1	40730	1
18	2	12	3	2	2	3887	1	40730	1
19	2	13	18	2	2	2972	1	40730	1
20	1	34	14	1	1	1541	1	40730	1
21	2	3	5	3	1	9510	0	40730	1
22	2	28	9	2	2	2954	1	40730	1
23	2	23	1	1	1	2662	1	40730	1
24	1	24	13	2	2	1815	1	40730	1
25	1	1	4	1	1	1722	1	40730	1
26	2	35	7	2	1	3037	0	40730	1
27	2	8	11	3	3	2450	1	40730	1
28	1	30	3	1	2	3080	0	40730	1
29	2	29	17	2	1	3704	0	40730	1
30	2	36	8	2	1	4230	0	40730	1
31	1	4	17	2	2	2291	1	40730	1
32	2	21	12	2	2	1360	1	40730	1
33	1	9	7	2	2	1087	1	40730	1
34	1	20	18	3	3	1774	1	40730	1
35	2	27	2	2	2	3963	1	40730	1
36	2	5	4	1	1	1202	1	40730	1
1	1	30	15	3	3	29165	1	40738	1
2	1	2	4	2	2	6743	1	40738	1
3	2	16	15	3	1	10064	0	40738	1
4	2	17	16	3	2	5173	0	40738	1
5	1	25	6	3	3	3838	1	40738	1
6	1	22	18	3	3	3323	1	40738	1
7	1	34	1	1	1	5703	1	40738	1
8	2	35	11	1	2	11612	0	40738	1
9	2	27	5	1	1	8666	1	40738	1
10	2	7	4	3	3	6699	1	40738	1
11	2	14	6	1	2	6200	0	40738	1
12	1	28	8	3	1	8105	0	40738	1
13	2	20	13	1	1	7205	1	40738	1
14	2	32	8	1	1	5880	1	40738	1
15	2	36	1	2	2	6813	1	40738	1
16	2	26	3	1	1	5741	1	40738	1
17	2	13	17	2	1	11101	0	40738	1
18	2	24	7	1	3	8953	0	40738	1
19	2	5	10	1	1	6383	1	40738	1
20	1	33	17	1	1	6735	1	40738	1
21	1	21	11	2	2	6606	1	40738	1
22	2	6	18	1	1	5361	1	40738	1
23	1	29	5	3	2	7348	0	40738	1
24	1	18	16	1	2	11362	0	40738	1
