onset	 pairType	 fsStimID_probe	 objStimID_cue	 cond	 duration	 answer	 resp	 RT	 isCorrect	subject	run
174.0	2	13	29	3	16.5	1	1	11562	1	40649	2
193.5	2	12	14	4	16.5	0	2	11543	1	40649	2
214.5	1	18	20	1	16.5	1	1	11811	1	40649	2
1.5	2	7	22	4	16.5	0	2	11697	1	40649	3
19.5	2	5	30	3	16.5	1	1	12829	1	40649	3
39.0	1	12	19	2	16.5	0	2	11534	1	40649	3
58.5	2	10	2	3	16.5	1	1	12254	1	40649	3
79.5	2	8	16	4	16.5	0	2	12361	1	40649	3
100.5	1	8	12	1	16.5	1	1	11586	1	40649	3
118.5	1	9	13	2	16.5	0	2	12672	1	40649	3
139.5	1	17	4	2	16.5	0	2	11657	1	40649	3
157.5	2	18	1	4	16.5	0	2	11572	1	40649	3
177.0	1	4	25	1	16.5	1	1	11759	1	40649	3
195.0	2	3	7	4	16.5	0	2	11522	1	40649	3
214.5	2	2	31	3	16.5	1	1	11905	1	40649	3
1.5	2	11	27	4	16.5	0	1	12988	0	40650	1
21.0	2	2	5	3	16.5	1	1	12084	1	40650	1
40.5	2	8	15	3	16.5	1	1	11638	1	40650	1
58.5	2	15	20	3	16.5	1	1	11363	1	40650	1
79.5	1	15	6	1	16.5	1	1	11831	1	40650	1
97.5	2	3	19	4	16.5	0	2	11885	1	40650	1
115.5	2	10	13	3	16.5	1	1	11087	1	40650	1
133.5	2	17	33	4	16.5	0	2	12322	1	40650	1
153.0	1	18	9	1	16.5	1	1	11305	1	40650	1
172.5	2	14	1	4	16.5	0	2	11948	1	40650	1
193.5	2	13	28	4	16.5	0	2	12386	1	40650	1
214.5	2	5	24	3	16.5	1	1	11108	1	40650	1
1.5	2	1	22	3	16.5	1	2	12690	0	40650	2
21.0	1	1	3	1	16.5	1	1	11126	1	40650	2
42.0	2	7	7	4	16.5	0	2	12333	1	40650	2
63.0	1	2	21	2	16.5	0	2	11525	1	40650	2
84.0	2	16	11	4	16.5	0	2	12401	1	40650	2
103.5	1	12	17	1	16.5	1	1	10964	1	40650	2
121.5	1	6	10	2	16.5	0	1	12301	0	40650	2
141.0	1	10	23	2	16.5	0	2	11576	1	40650	2
159.0	1	16	2	2	16.5	0	2	11218	1	40650	2
177.0	2	18	30	3	16.5	1	1	11191	1	40650	2
196.5	2	12	12	3	16.5	1	1	11901	1	40650	2
217.5	1	13	29	1	16.5	1	1	11284	1	40650	2
1.5	1	11	25	1	16.5	1	1	11663	1	40650	3
19.5	1	17	8	2	16.5	0	1	11395	0	40650	3
37.5	1	9	26	2	16.5	0	2	12319	1	40650	3
57.0	1	3	16	1	16.5	1	1	11070	1	40650	3
75.0	1	5	35	2	16.5	0	1	12121	0	40650	3
96.0	2	4	32	4	16.5	0	2	11501	1	40650	3
115.5	1	4	36	1	16.5	1	1	12146	1	40650	3
136.5	1	14	31	2	16.5	0	2	11585	1	40650	3
156.0	1	8	14	1	16.5	1	2	12513	0	40650	3
174.0	2	9	18	4	16.5	0	1	12139	0	40650	3
193.5	1	7	4	2	16.5	0	2	11473	1	40650	3
214.5	2	6	34	3	16.5	1	1	11214	1	40650	3
1.5	1	12	17	2	16.5	0	2	11260	1	40655	1
22.5	2	18	7	4	16.5	0	2	11356	1	40655	1
43.5	1	17	8	1	16.5	1	1	12413	1	40655	1
61.5	2	5	4	3	16.5	1	2	11197	0	40655	1
79.5	2	13	10	4	16.5	0	2	11433	1	40655	1
99.0	1	2	26	1	16.5	1	1	11259	1	40655	1
118.5	2	4	14	3	16.5	1	1	12332	1	40655	1
139.5	2	8	11	3	16.5	1	2	12292	0	40655	1
157.5	2	7	29	4	16.5	0	1	11484	0	40655	1
178.5	2	17	3	4	16.5	0	2	12131	1	40655	1
198.0	2	6	22	4	16.5	0	2	12162	1	40655	1
217.5	2	11	13	3	16.5	1	1	12512	1	40655	1
1.5	2	2	25	3	16.5	1	 1	 12218	1	40655	2
21.0	2	10	35	4	16.5	0	 1	 12923	0	40655	2
42.0	1	6	12	2	16.5	0	 2	 12073	1	40655	2
60.0	1	14	36	1	16.5	1	 1	 11713	1	40655	2
79.5	1	8	34	2	16.5	0	 1	 12367	0	40655	2
99.0	1	1	15	2	16.5	0	 2	 11989	1	40655	2
117.0	2	9	9	3	16.5	1	 1	 11578	1	40655	2
135.0	2	1	23	3	16.5	1	 NaN	 NaN	0	40655	2
156.0	1	5	30	1	16.5	1	 1	 11458	1	40655	2
177.0	1	15	27	2	16.5	0	 2	 11748	1	40655	2
196.5	1	16	32	2	16.5	0	 2	 12039	1	40655	2
217.5	1	13	18	2	16.5	0	 2	 11636	1	40655	2
1.5	2	15	33	4	16.5	0	1	12268	0	40655	3
21.0	1	9	2	2	16.5	0	2	12226	1	40655	3
42.0	1	10	20	1	16.5	1	1	11897	1	40655	3
63.0	1	7	5	1	16.5	1	2	12365	0	40655	3
81.0	2	3	19	3	16.5	1	1	11820	1	40655	3
99.0	2	12	21	3	16.5	1	1	12070	1	40655	3
118.5	1	4	16	2	16.5	0	1	11836	0	40655	3
138.0	1	18	28	1	16.5	1	1	11418	1	40655	3
156.0	1	11	1	1	16.5	1	1	11446	1	40655	3
177.0	2	14	31	4	16.5	0	2	12080	1	40655	3
196.5	2	16	24	4	16.5	0	1	12211	0	40655	3
217.5	1	3	6	1	16.5	1	1	11349	1	40655	3
1.5	2	6	29	4	16.5	0	 NaN	 NaN	0	40656	1
22.5	1	7	20	2	16.5	0	 NaN	 NaN	0	40656	1
42.0	2	15	6	3	16.5	1	 NaN	 NaN	0	40656	1
61.5	2	14	12	4	16.5	0	 NaN	 NaN	0	40656	1
79.5	1	13	4	1	16.5	1	 1	 13069	1	40656	1
100.5	1	10	35	1	16.5	1	 1	 11292	1	40656	1
118.5	2	8	10	4	16.5	0	 2	 12182	1	40656	1
139.5	2	16	13	3	16.5	1	 NaN	 NaN	0	40656	1
157.5	2	11	3	3	16.5	1	 1	 11537	1	40656	1
178.5	1	6	34	1	16.5	1	 1	 11505	1	40656	1
198.0	1	11	19	1	16.5	1	 1	 12026	1	40656	1
216.0	1	17	28	1	16.5	1	 1	 11340	1	40656	1
1.5	2	7	26	4	16.5	0	 2	 12300	1	40656	2
19.5	1	15	30	2	16.5	0	 2	 11874	1	40656	2
40.5	2	4	5	3	16.5	1	 1	 11853	1	40656	2
61.5	2	17	14	3	16.5	1	 NaN	 NaN	0	40656	2
79.5	1	12	24	2	16.5	0	 2	 11707	1	40656	2
100.5	2	18	16	3	16.5	1	 1	 11143	1	40656	2
120.0	1	1	11	2	16.5	0	 NaN	 NaN	0	40656	2
139.5	1	14	36	1	16.5	1	 1	 11556	1	40656	2
157.5	2	13	23	3	16.5	1	 2	 12534	0	40656	2
177.0	1	5	8	2	16.5	0	 2	 11385	1	40656	2
198.0	1	2	21	1	16.5	1	 1	 11269	1	40656	2
216.0	2	1	17	4	16.5	0	 1	 13092	0	40656	2
1.5	2	10	9	4	16.5	0	2	11958	1	40656	3
21.0	2	5	18	3	16.5	1	1	12257	1	40656	3
42.0	1	18	7	2	16.5	0	2	11962	1	40656	3
63.0	2	12	15	4	16.5	0	1	11926	0	40656	3
82.5	1	3	2	1	16.5	1	1	11079	1	40656	3
100.5	2	3	22	4	16.5	0	2	11524	1	40656	3
118.5	2	9	25	4	16.5	0	2	13406	1	40656	3
138.0	1	9	32	2	16.5	0	2	11944	1	40656	3
159.0	1	16	27	2	16.5	0	2	11486	1	40656	3
180.0	2	2	31	3	16.5	1	1	12404	1	40656	3
199.5	1	4	1	2	16.5	0	2	11754	1	40656	3
217.5	1	8	33	1	16.5	1	1	11123	1	40656	3
1.5	2	15	30	4	16.5	0	2	12089	1	40658	1
19.5	2	8	12	4	16.5	0	2	11672	1	40658	1
39.0	1	1	16	1	16.5	1	1	11298	1	40658	1
60.0	2	13	21	3	16.5	1	1	11870	1	40658	1
78.0	1	4	29	2	16.5	0	2	11359	1	40658	1
97.5	2	6	35	4	16.5	0	2	11716	1	40658	1
115.5	2	14	20	3	16.5	1	1	13138	1	40658	1
135.0	1	17	9	1	16.5	1	1	11160	1	40658	1
154.5	2	10	27	3	16.5	1	1	11378	1	40658	1
175.5	1	15	34	1	16.5	1	1	11312	1	40658	1
196.5	1	9	4	1	16.5	1	1	11147	1	40658	1
217.5	2	5	8	4	16.5	0	2	11510	1	40658	1
1.5	2	1	7	3	16.5	1	1	12353	1	40658	2
19.5	1	13	5	1	16.5	1	1	11725	1	40658	2
37.5	2	9	13	3	16.5	1	1	11504	1	40658	2
57.0	2	7	36	4	16.5	0	2	11432	1	40658	2
75.0	1	10	24	1	16.5	1	1	11323	1	40658	2
94.5	2	12	17	4	16.5	0	2	11360	1	40658	2
112.5	2	16	32	3	16.5	1	1	11389	1	40658	2
133.5	1	14	3	2	16.5	0	2	11509	1	40658	2
154.5	2	2	19	3	16.5	1	1	11227	1	40658	2
175.5	1	3	2	2	16.5	0	2	11753	1	40658	2
195.0	1	16	22	2	16.5	0	2	11117	1	40658	2
214.5	1	7	28	2	16.5	0	2	11554	1	40658	2
1.5	1	5	31	2	16.5	0	2	11391	1	40658	3
19.5	1	12	25	2	16.5	0	2	11418	1	40658	3
40.5	2	3	11	4	16.5	0	2	11432	1	40658	3
60.0	2	11	14	3	16.5	1	1	12322	1	40658	3
78.0	2	4	23	3	16.5	1	1	11371	1	40658	3
96.0	1	18	1	2	16.5	0	2	11215	1	40658	3
115.5	1	2	10	1	16.5	1	1	11174	1	40658	3
136.5	2	18	26	4	16.5	0	2	12900	1	40658	3
156.0	1	8	18	1	16.5	1	1	11262	1	40658	3
177.0	1	6	6	1	16.5	1	1	11458	1	40658	3
198.0	2	17	33	4	16.5	0	2	11656	1	40658	3
217.5	1	11	15	2	16.5	0	2	11275	1	40658	3
1.5	2	10	36	3	16.5	1	1	12186	1	40664	1
19.5	1	16	2	1	16.5	1	1	11166	1	40664	1
39.0	2	18	15	3	16.5	1	1	12520	1	40664	1
58.5	2	14	11	4	16.5	0	2	12110	1	40664	1
76.5	1	9	8	2	16.5	0	1	12251	0	40664	1
96.0	1	11	18	1	16.5	1	1	12084	1	40664	1
117.0	1	12	1	1	16.5	1	1	11288	1	40664	1
135.0	1	14	33	1	16.5	1	1	11065	1	40664	1
153.0	2	6	26	3	16.5	1	1	12050	1	40664	1
174.0	1	15	31	1	16.5	1	1	11165	1	40664	1
195.0	2	11	24	4	16.5	0	2	11562	1	40664	1
216.0	1	5	12	2	16.5	0	2	11162	1	40664	1
1.5	2	16	10	4	16.5	0	 NaN	 NaN	0	40664	2
21.0	1	6	14	1	16.5	1	 1	 11094	1	40664	2
42.0	2	15	28	4	16.5	0	 2	 11745	1	40664	2
60.0	2	8	13	3	16.5	1	 2	 12151	0	40664	2
78.0	2	9	32	4	16.5	0	 2	 11144	1	40664	2
96.0	2	2	35	4	16.5	0	 2	 11846	1	40664	2
115.5	1	18	7	1	16.5	1	 1	 11265	1	40664	2
136.5	2	17	6	3	16.5	1	 2	 12683	0	40664	2
157.5	2	4	27	3	16.5	1	 1	 11965	1	40664	2
175.5	2	13	20	4	16.5	0	 2	 11362	1	40664	2
196.5	2	5	5	4	16.5	0	 2	 12557	1	40664	2
216.0	1	7	34	2	16.5	0	 2	 11296	1	40664	2
1.5	2	12	17	3	16.5	1	 1	 13040	1	40664	3
19.5	1	17	3	1	16.5	1	 1	 11155	1	40664	3
40.5	1	10	16	2	16.5	0	 1	 11039	0	40664	3
60.0	1	4	21	1	16.5	1	 1	 11597	1	40664	3
81.0	1	1	30	2	16.5	0	 2	 11710	1	40664	3
100.5	2	7	23	4	16.5	0	 1	 13164	0	40664	3
118.5	1	3	25	2	16.5	0	 2	 13048	1	40664	3
136.5	2	3	4	3	16.5	1	 NaN	 NaN	0	40664	3
157.5	1	13	22	2	16.5	0	 2	 11329	1	40664	3
175.5	2	1	19	3	16.5	1	 2	 11864	0	40664	3
195.0	1	8	9	2	16.5	0	 2	 11609	1	40664	3
216.0	1	2	29	2	16.5	0	 NaN	 NaN	0	40664	3
1.5	1	4	21	2	16.5	0	2	11293	1	40665	1
19.5	1	17	25	2	16.5	0	2	11872	1	40665	1
39.0	2	11	9	3	16.5	1	1	11167	1	40665	1
60.0	2	17	4	4	16.5	0	2	11746	1	40665	1
78.0	1	1	35	2	16.5	0	1	12139	0	40665	1
97.5	2	3	2	3	16.5	1	1	11109	1	40665	1
118.5	2	4	18	4	16.5	0	2	11279	1	40665	1
138.0	1	18	29	2	16.5	0	2	11504	1	40665	1
159.0	2	13	6	4	16.5	0	2	11444	1	40665	1
178.5	1	11	11	1	16.5	1	1	12461	1	40665	1
196.5	2	5	31	3	16.5	1	1	11228	1	40665	1
214.5	2	14	34	3	16.5	1	1	11039	1	40665	1
1.5	1	10	27	2	16.5	0	2	11591	1	40665	2
21.0	2	1	24	3	16.5	1	1	11213	1	40665	2
42.0	1	3	17	1	16.5	1	1	12445	1	40665	2
61.5	2	18	26	4	16.5	0	2	11300	1	40665	2
79.5	2	9	30	4	16.5	0	2	11417	1	40665	2
97.5	1	7	28	2	16.5	0	2	11467	1	40665	2
118.5	1	14	8	1	16.5	1	1	11629	1	40665	2
136.5	2	7	36	3	16.5	1	1	11255	1	40665	2
154.5	1	2	32	1	16.5	1	1	11068	1	40665	2
174.0	1	8	3	1	16.5	1	2	11748	0	40665	2
195.0	2	15	23	4	16.5	0	2	11381	1	40665	2
216.0	1	9	14	1	16.5	1	1	11834	1	40665	2
1.5	2	10	16	3	16.5	1	1	12136	1	40665	3
22.5	1	12	13	1	16.5	1	1	11447	1	40665	3
43.5	2	2	20	4	16.5	0	2	11575	1	40665	3
63.0	1	5	1	1	16.5	1	1	11183	1	40665	3
81.0	1	6	10	2	16.5	0	2	13454	1	40665	3
100.5	2	16	22	3	16.5	1	1	12009	1	40665	3
118.5	1	13	12	2	16.5	0	2	12057	1	40665	3
138.0	1	15	7	1	16.5	1	1	11214	1	40665	3
159.0	2	6	15	4	16.5	0	2	11571	1	40665	3
180.0	2	8	33	4	16.5	0	2	11400	1	40665	3
198.0	2	12	5	3	16.5	1	1	10950	1	40665	3
216.0	1	16	19	2	16.5	0	2	11147	1	40665	3
1.5	1	9	15	2	16.5	0	2	12287	1	40668	1
19.5	1	18	4	1	16.5	1	1	10947	1	40668	1
40.5	1	14	27	1	16.5	1	2	11254	0	40668	1
60.0	2	13	21	3	16.5	1	1	11468	1	40668	1
78.0	2	4	26	3	16.5	1	1	12356	1	40668	1
97.5	1	10	23	1	16.5	1	1	11248	1	40668	1
115.5	2	6	31	3	16.5	1	1	11324	1	40668	1
135.0	2	3	32	4	16.5	0	2	12275	1	40668	1
156.0	2	7	10	4	16.5	0	1	12104	0	40668	1
175.5	2	2	7	4	16.5	0	2	11898	1	40668	1
196.5	1	12	22	2	16.5	0	2	11826	1	40668	1
217.5	1	2	6	1	16.5	1	1	11752	1	40668	1
1.5	1	5	29	2	16.5	0	2	11548	1	40668	2
21.0	2	10	16	3	16.5	1	1	12364	1	40668	2
39.0	2	5	24	4	16.5	0	1	13151	0	40668	2
60.0	1	16	9	2	16.5	0	2	11481	1	40668	2
81.0	1	8	25	1	16.5	1	1	11684	1	40668	2
100.5	1	11	3	1	16.5	1	1	11847	1	40668	2
118.5	1	1	30	1	16.5	1	1	11481	1	40668	2
136.5	2	11	33	4	16.5	0	2	11481	1	40668	2
156.0	1	17	35	2	16.5	0	1	12272	0	40668	2
175.5	2	18	8	3	16.5	1	1	11202	1	40668	2
193.5	1	7	2	2	16.5	0	2	11911	1	40668	2
214.5	2	1	11	3	16.5	1	1	12276	1	40668	2
1.5	1	3	1	2	16.5	0	2	12678	1	40668	3
19.5	1	15	12	1	16.5	1	1	11180	1	40668	3
39.0	1	13	5	2	16.5	0	1	12352	0	40668	3
58.5	1	4	18	1	16.5	1	1	12762	1	40668	3
79.5	2	17	34	4	16.5	0	2	12003	1	40668	3
97.5	1	6	36	2	16.5	0	2	11614	1	40668	3
117.0	2	15	14	4	16.5	0	2	11552	1	40668	3
135.0	2	16	17	3	16.5	1	1	12074	1	40668	3
156.0	2	8	13	3	16.5	1	1	13180	1	40668	3
175.5	2	12	28	4	16.5	0	2	12170	1	40668	3
196.5	2	14	20	3	16.5	1	2	12442	0	40668	3
214.5	2	9	19	4	16.5	0	2	12925	1	40668	3
1.5	2	14	2	4	16.5	0	2	12000	1	40672	1
21.0	2	9	28	4	16.5	0	2	11299	1	40672	1
42.0	1	8	10	1	16.5	1	2	11122	0	40672	1
60.0	1	3	9	2	16.5	0	2	11392	1	40672	1
81.0	2	16	20	3	16.5	1	1	11011	1	40672	1
99.0	2	10	16	4	16.5	0	1	11699	0	40672	1
117.0	1	11	32	1	16.5	1	2	12314	0	40672	1
138.0	1	12	23	1	16.5	1	1	11078	1	40672	1
157.5	2	7	30	4	16.5	0	1	11324	0	40672	1
177.0	1	16	8	1	16.5	1	1	11117	1	40672	1
196.5	2	15	3	4	16.5	0	2	11936	1	40672	1
214.5	1	17	5	2	16.5	0	2	11812	1	40672	1
1.5	1	14	21	2	16.5	0	2	11212	1	40672	2
22.5	1	5	19	2	16.5	0	2	11372	1	40672	2
40.5	2	12	18	3	16.5	1	1	11479	1	40672	2
61.5	2	2	11	4	16.5	0	2	11164	1	40672	2
81.0	2	8	25	4	16.5	0	2	11663	1	40672	2
100.5	1	1	35	1	16.5	1	1	10904	1	40672	2
118.5	2	5	29	4	16.5	0	2	11557	1	40672	2
139.5	1	9	36	2	16.5	0	2	11401	1	40672	2
157.5	1	2	4	1	16.5	1	1	11292	1	40672	2
178.5	1	10	22	2	16.5	0	2	11073	1	40672	2
198.0	1	13	12	1	16.5	1	1	11100	1	40672	2
216.0	1	15	6	2	16.5	0	2	12327	1	40672	2
1.5	2	4	17	3	16.5	1	1	11592	1	40672	3
21.0	2	17	26	3	16.5	1	1	11664	1	40672	3
42.0	2	1	24	3	16.5	1	1	11582	1	40672	3
61.5	2	18	15	3	16.5	1	1	11154	1	40672	3
79.5	1	4	34	1	16.5	1	1	11602	1	40672	3
100.5	1	6	13	1	16.5	1	1	11457	1	40672	3
121.5	2	3	33	3	16.5	1	1	10882	1	40672	3
139.5	2	11	31	4	16.5	0	2	11376	1	40672	3
157.5	1	18	1	2	16.5	0	2	11496	1	40672	3
178.5	2	6	7	3	16.5	1	1	11094	1	40672	3
196.5	1	7	14	2	16.5	0	2	11443	1	40672	3
216.0	2	13	27	3	16.5	1	1	11136	1	40672	3
1.5	2	9	28	3	16.5	1	1	11443	1	40685	1
19.5	1	2	2	2	16.5	0	2	11216	1	40685	1
37.5	1	10	23	2	16.5	0	2	11279	1	40685	1
57.0	1	14	7	2	16.5	0	2	11361	1	40685	1
76.5	2	11	3	4	16.5	0	2	11332	1	40685	1
97.5	1	9	5	2	16.5	0	2	11792	1	40685	1
118.5	2	5	20	3	16.5	1	1	11202	1	40685	1
136.5	1	18	29	1	16.5	1	1	11471	1	40685	1
156.0	2	4	10	4	16.5	0	2	11193	1	40685	1
174.0	1	3	18	1	16.5	1	1	13096	1	40685	1
193.5	2	1	12	4	16.5	0	2	11273	1	40685	1
214.5	2	6	21	4	16.5	0	2	11935	1	40685	1
1.5	1	15	1	2	16.5	0	 2	 11405	1	40685	2
19.5	2	3	26	4	16.5	0	 2	 11617	1	40685	2
39.0	1	12	9	1	16.5	1	 1	 11260	1	40685	2
57.0	2	17	8	4	16.5	0	 2	 11204	1	40685	2
75.0	1	17	30	2	16.5	0	 2	 11314	1	40685	2
96.0	1	13	11	2	16.5	0	 2	 11398	1	40685	2
114.0	1	7	4	1	16.5	1	 1	 12086	1	40685	2
135.0	1	8	13	2	16.5	0	 NaN	 NaN	0	40685	2
156.0	1	5	19	1	16.5	1	 1	 11122	1	40685	2
175.5	1	1	33	1	16.5	1	 2	 11796	0	40685	2
195.0	2	18	32	4	16.5	0	 2	 11463	1	40685	2
216.0	2	16	6	3	16.5	1	 1	 12113	1	40685	2
1.5	2	12	34	3	16.5	1	 NaN	 NaN	0	40685	3
22.5	1	6	25	1	16.5	1	 1	 11396	1	40685	3
40.5	2	15	15	3	16.5	1	 2	 12623	0	40685	3
60.0	2	7	14	3	16.5	1	 2	 11702	0	40685	3
78.0	1	16	16	2	16.5	0	 2	 11185	1	40685	3
97.5	1	4	36	1	16.5	1	 1	 11330	1	40685	3
118.5	2	2	35	3	16.5	1	 1	 11704	1	40685	3
139.5	2	14	24	3	16.5	1	 1	 12432	1	40685	3
157.5	2	8	17	4	16.5	0	 2	 11422	1	40685	3
177.0	2	10	22	4	16.5	0	 2	 11368	1	40685	3
198.0	2	13	31	3	16.5	1	 1	 12462	1	40685	3
216.0	1	11	27	1	16.5	1	 1	 11497	1	40685	3
1.5	2	8	21	3	16.5	1	1	11842	1	40694	1
22.5	2	5	34	4	16.5	0	1	11640	0	40694	1
43.5	1	16	36	2	16.5	0	2	11748	1	40694	1
64.5	1	2	29	2	16.5	0	2	13025	1	40694	1
82.5	2	17	25	4	16.5	0	2	11836	1	40694	1
102.0	2	1	12	3	16.5	1	1	11886	1	40694	1
120.0	1	1	19	2	16.5	0	2	12121	1	40694	1
138.0	2	6	31	3	16.5	1	1	11682	1	40694	1
156.0	1	8	26	1	16.5	1	1	12490	1	40694	1
177.0	1	10	4	1	16.5	1	1	11707	1	40694	1
196.5	2	3	10	4	16.5	0	2	12288	1	40694	1
216.0	2	9	27	4	16.5	0	1	12177	0	40694	1
1.5	2	18	30	3	16.5	1	 1	 11553	1	40694	2
21.0	2	13	18	3	16.5	1	 1	 11804	1	40694	2
42.0	1	14	35	1	16.5	1	 NaN	 NaN	0	40694	2
60.0	2	11	17	4	16.5	0	 2	 12292	1	40694	2
81.0	1	15	13	2	16.5	0	 1	 11462	0	40694	2
100.5	2	2	28	3	16.5	1	 1	 11668	1	40694	2
118.5	1	11	33	2	16.5	0	 1	 12142	0	40694	2
136.5	1	3	6	2	16.5	0	 1	 12236	0	40694	2
154.5	2	7	23	3	16.5	1	 1	 11817	1	40694	2
175.5	2	14	16	3	16.5	1	 1	 12754	1	40694	2
196.5	1	7	14	2	16.5	0	 2	 12170	1	40694	2
216.0	2	12	2	3	16.5	1	 1	 11346	1	40694	2
1.5	2	15	8	4	16.5	0	 1	 12119	0	40694	3
21.0	1	4	20	1	16.5	1	 2	 11806	0	40694	3
40.5	1	17	7	2	16.5	0	 NaN	 NaN	0	40694	3
61.5	1	6	15	2	16.5	0	 1	 12120	0	40694	3
82.5	1	12	11	1	16.5	1	 1	 11519	1	40694	3
100.5	1	18	3	1	16.5	1	 1	 11303	1	40694	3
120.0	2	16	22	4	16.5	0	 2	 12028	1	40694	3
139.5	1	13	24	1	16.5	1	 1	 11210	1	40694	3
157.5	2	10	1	4	16.5	0	 1	 12579	0	40694	3
175.5	2	4	32	4	16.5	0	 2	 11535	1	40694	3
196.5	1	5	5	1	16.5	1	 1	 12713	1	40694	3
214.5	1	9	9	1	16.5	1	 1	 11787	1	40694	3
1.5	1	18	11	1	16.5	1	 1	 12161	1	40707	1
21.0	1	1	36	2	16.5	0	 2	 12349	1	40707	1
42.0	1	5	2	1	16.5	1	 1	 12174	1	40707	1
60.0	2	9	35	3	16.5	1	 NaN	 NaN	0	40707	1
78.0	2	17	25	3	16.5	1	 NaN	 NaN	0	40707	1
96.0	1	3	8	1	16.5	1	 NaN	 NaN	0	40707	1
117.0	1	7	9	1	16.5	1	 1	 13466	1	40707	1
136.5	2	16	19	4	16.5	0	 NaN	 NaN	0	40707	1
157.5	2	15	18	3	16.5	1	 NaN	 NaN	0	40707	1
177.0	2	5	28	4	16.5	0	 NaN	 NaN	0	40707	1
198.0	1	2	3	2	16.5	0	 NaN	 NaN	0	40707	1
216.0	2	18	21	3	16.5	1	 NaN	 NaN	0	40707	1
1.5	1	15	30	1	16.5	1	 1	 12285	1	40707	2
22.5	2	4	17	4	16.5	0	 NaN	 NaN	0	40707	2
43.5	1	17	1	2	16.5	0	 1	 12830	0	40707	2
61.5	2	11	12	4	16.5	0	 NaN	 NaN	0	40707	2
81.0	1	14	5	1	16.5	1	 1	 12421	1	40707	2
100.5	1	11	7	2	16.5	0	 NaN	 NaN	0	40707	2
120.0	2	8	24	4	16.5	0	 1	 13406	0	40707	2
138.0	1	4	33	1	16.5	1	 NaN	 NaN	0	40707	2
159.0	2	10	20	3	16.5	1	 NaN	 NaN	0	40707	2
177.0	1	10	6	1	16.5	1	 1	 11888	1	40707	2
198.0	2	1	13	4	16.5	0	 1	 11921	0	40707	2
217.5	1	16	32	2	16.5	0	 2	 13038	1	40707	2
1.5	2	14	34	4	16.5	0	 NaN	 NaN	0	40707	3
19.5	1	12	16	2	16.5	0	 NaN	 NaN	0	40707	3
37.5	1	9	15	1	16.5	1	 1	 13450	1	40707	3
58.5	2	2	29	4	16.5	0	 1	 11817	0	40707	3
78.0	1	13	14	2	16.5	0	 2	 13303	1	40707	3
99.0	2	6	26	3	16.5	1	 2	 12918	0	40707	3
120.0	1	8	10	2	16.5	0	 NaN	 NaN	0	40707	3
141.0	2	13	23	3	16.5	1	 2	 12693	0	40707	3
160.5	2	12	27	3	16.5	1	 2	 13283	0	40707	3
178.5	2	7	31	4	16.5	0	 1	 13388	0	40707	3
198.0	1	6	22	2	16.5	0	 1	 13417	0	40707	3
217.5	2	3	4	3	16.5	1	 2	 12215	0	40707	3
1.5	2	2	19	3	16.5	1	1	11453	1	40720	1
19.5	1	17	29	1	16.5	1	1	11496	1	40720	1
40.5	2	13	5	4	16.5	0	2	11196	1	40720	1
60.0	2	8	22	3	16.5	1	1	11158	1	40720	1
81.0	2	16	25	3	16.5	1	2	11279	0	40720	1
100.5	2	15	1	3	16.5	1	2	13052	0	40720	1
118.5	2	9	6	3	16.5	1	1	11476	1	40720	1
138.0	2	3	4	4	16.5	0	2	11568	1	40720	1
159.0	2	6	23	3	16.5	1	2	12547	0	40720	1
177.0	1	8	16	1	16.5	1	2	11666	0	40720	1
196.5	1	4	31	1	16.5	1	1	13051	1	40720	1
214.5	1	2	24	1	16.5	1	1	13374	1	40720	1
1.5	1	5	2	1	16.5	1	1	11145	1	40720	2
22.5	2	1	9	4	16.5	0	2	11896	1	40720	2
43.5	1	18	33	2	16.5	0	2	11489	1	40720	2
61.5	1	13	13	2	16.5	0	2	11834	1	40720	2
81.0	2	10	20	3	16.5	1	2	11935	0	40720	2
100.5	1	6	15	2	16.5	0	2	11433	1	40720	2
118.5	2	18	12	3	16.5	1	1	11481	1	40720	2
136.5	1	7	8	2	16.5	0	2	11329	1	40720	2
156.0	1	16	35	1	16.5	1	1	11670	1	40720	2
177.0	1	9	14	1	16.5	1	1	11159	1	40720	2
196.5	1	15	17	2	16.5	0	2	12398	1	40720	2
217.5	2	5	18	3	16.5	1	1	12219	1	40720	2
1.5	2	4	30	4	16.5	0	 2	 11546	1	40720	3
22.5	1	11	26	1	16.5	1	 2	 12261	0	40720	3
42.0	1	10	3	2	16.5	0	 2	 11383	1	40720	3
60.0	1	12	21	2	16.5	0	 2	 11512	1	40720	3
78.0	2	14	10	4	16.5	0	 2	 11665	1	40720	3
99.0	2	7	11	4	16.5	0	 2	 11323	1	40720	3
118.5	1	14	32	2	16.5	0	 2	 11563	1	40720	3
138.0	1	1	36	1	16.5	1	 1	 11282	1	40720	3
156.0	2	12	34	4	16.5	0	 NaN	 NaN	0	40720	3
174.0	1	3	27	2	16.5	0	 2	 11076	1	40720	3
193.5	2	17	28	4	16.5	0	 2	 12230	1	40720	3
214.5	2	11	7	4	16.5	0	 2	 11636	1	40720	3
1.5	1	16	32	2	16.5	0	 2	 12252	1	40728	1
21.0	2	18	34	3	16.5	1	 1	 11667	1	40728	1
42.0	1	7	8	2	16.5	0	 2	 11866	1	40728	1
